Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,12.2,9.0,10.8,26,248
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24,274
GMC,YUKON 4WD,SUV - STANDARD,6.2,8,A10,Z,16.4,10.7,13.8,20,325
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,10.0,7.0,8.7,32,203
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,X,13.9,9.3,11.8,24,277
BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS6,E,19.4,13.0,16.5,17,264
BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.9,8.6,10.4,27,245
FORD,Transit Connect Van,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.0,8.8,10.6,27,247
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,X,8.4,5.8,7.2,39,166
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393
BUICK,ENVISION AWD,SUV - SMALL,2.0,4,A6,Z,11.8,9.1,10.6,27,248
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.4,8.6,33,203
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.6,10.2,28,241
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2,34,192
VOLKSWAGEN,CC,COMPACT,2.0,4,A6,Z,11.1,7.9,9.7,29,223
AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,9.1,6.8,8.1,35,188
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.0,8.9,10.6,27,244
KIA,FORTE 5,FULL-SIZE,2.0,4,M6,X,9.8,7.3,8.7,32,204
BMW,320i xDRIVE,COMPACT,2.0,4,A8,Z,10.2,7.0,8.8,32,202
AUDI,Q5 HYBRID QUATTRO,SUV - SMALL,2.0,4,AS8,Z,9.8,7.9,8.9,32,209
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11.0,26,261
CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34,196
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,294
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14,342
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
BMW,328i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,A9,Z,13.9,9.3,11.8,24,276
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
LEXUS,UX 250h,COMPACT,2.0,4,AV6,X,5.5,5.7,5.6,50,130
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,5.7,6.2,5.9,48,138
BMW,440i Coupe,COMPACT,3.0,6,AS8,Z,11.2,7.3,9.4,30,227
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37,175
AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.2,9.9,29,234
HYUNDAI,Veloster,COMPACT,2.0,4,AS6,X,9.1,7.1,8.2,34,193
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.7,12.6,22,296
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.4,10.2,12.5,23,206
CHEVROLET,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.9,19,349
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.9,8.5,10.4,27,239
PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6,AM8,Z,11.3,8.6,10.1,28,235
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.8,12.3,15.3,18,360
HYUNDAI,SONATA HYBRID SE,MID-SIZE,2.0,4,AS6,X,6.0,5.3,5.7,50,137
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299
DODGE,Charger,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
JEEP,Wrangler 4X4,SUV - SMALL,2.0,4,A8,X,10.7,9.8,10.3,27,241
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.1,12.0,24,282
NISSAN,Maxima,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,282
CHEVROLET,MALIBU LIMITED,MID-SIZE,2.5,4,AS6,X,10.0,7.0,8.6,33,202
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21,313
FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185
MERCEDES-BENZ,AMG S 63 4MATIC+ Coupe,COMPACT,4.0,8,A9,Z,14.0,8.7,11.6,24,271
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24,276
CADILLAC,CTS COUPE AWD,MID-SIZE,3.6,6,AS6,X,13.3,9.0,11.4,25,262
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327
LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3.0,6,AS8,Z,12.6,9.6,11.3,25,264
TOYOTA,Camry TRD,MID-SIZE,3.5,6,AS8,X,10.8,7.6,9.4,30,220
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Z,13.1,9.2,11.4,25,262
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.6,6.6,7.7,37,182
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.3,11.0,13.9,20,326
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.8,10.2,11.6,24,273
BMW,428i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.2,7.8,9.7,29,227
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,M6,X,16.7,10.2,13.8,20,324
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.7,7.8,8.8,32,206
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.7,13.9,20,320
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS6,Z,8.7,6.6,7.7,37,181
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.6,9.6,11.2,25,256
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,17.8,13.8,16.0,18,256
FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,X,16.6,12.6,14.8,19,340
MERCEDES-BENZ,AMG E 53 4MATIC+ Coupe,SUBCOMPACT,3.0,6,A9,Z,12.3,8.5,10.6,27,237
BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229
MAZDA,Mazda3 4-Door (SIL),COMPACT,2.0,4,M6,X,8.7,6.4,7.7,37,180
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.0,15.0,18.3,15,309
VOLVO,S60 T6,COMPACT,2.0,4,AS8,Z,10.6,7.7,9.3,30,218
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8.0,35,184
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,237
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.6,10.7,12.8,22,294
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,232
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,26,248
CHEVROLET,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284
BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,AM7,Z,14.5,10.5,12.7,22,299
BMW,428i GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.4,7.1,8.9,32,205
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2.0,4,AS9,Z,11.2,8.2,9.8,29,231
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,329
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,23,283
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,6.2,6.4,6.3,45,145
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312
MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Z,14.1,9.8,12.2,23,286
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.7,11.3,13.7,21,315
HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.5,7.5,8.6,33,202
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,24,280
VOLVO,S60 T5 AWD,COMPACT,2.0,4,AS8,X,10.7,7.8,9.4,30,219
SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.2,34,193
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AM7,Z,18.1,12.6,15.6,18,359
BMW,M4 Coupe Competition,COMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273
AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27,240
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M6,Z,10.6,7.4,9.2,31,215
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.2,12.7,22,292
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11.0,26,253
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.6,13.2,14.5,19,339
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS7,Z,13.4,9.6,11.7,24,268
DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,205
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,A6,X,9.9,6.9,8.6,33,198
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,9.4,8.1,8.8,32,202
DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33,201
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8.0,9.4,30,220
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,16.6,9.4,13.3,21,313
LINCOLN,Nautilus,SUV - SMALL,2.0,4,AS8,X,12.0,9.6,10.7,26,250
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.3,7.8,9.2,31,216
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.6,7.6,9.3,30,216
BUICK,Enclave,SUV - STANDARD,3.6,6,A9,X,13.0,9.1,11.2,25,263
CHEVROLET,Trax 4WD,SUV - SMALL,1.4,4,AS6,X,9.9,8.1,9.1,31,214
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22,313
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.8,11.4,25,267
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,15.0,11.4,13.3,21,312
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,13.5,9.7,11.8,24,277
BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,A9,Z,13.6,9.4,11.7,24,275
PORSCHE,911 Turbo S Cabriolet,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.5,63,104
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,11.5,8.5,10.1,28,232
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.9,6.3,7.7,37,179
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,10.2,7.9,9.2,31,212
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,E,20.6,13.6,17.5,16,280
FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308
MINI,COOPER COUNTRYMAN ALL4,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16,285
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,18.8,10.7,15.1,19,353
MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,3.0,6,A9,Z,12.3,9.4,11.0,26,256
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.1,6.6,8.0,35,184
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.6,7.8,9.4,30,216
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,19,355
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,230
KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,AS6,X,10.6,7.6,9.3,30,214
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,229
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,10.0,7.2,8.7,32,200
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,A7,Z,18.6,10.9,15.1,19,356
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,AS6,X,13.0,9.7,11.5,25,264
CHEVROLET,CRUZE HATCHBACK DIESEL,MID-SIZE,1.6,4,A9,D,7.8,5.2,6.6,43,178
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.8,12.5,13.8,20,321
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Z,15.3,9.9,12.9,22,302
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,248
AUDI,Q3 quattro,SUV - SMALL,2.0,4,AS8,X,12.3,8.6,10.6,27,248
AUDI,TT Coupe quattro,SUBCOMPACT,2.0,4,AM7,X,10.3,7.7,9.1,31,213
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.8,8.8,9.3,30,219
JAGUAR,E-PACE P250,SUV - SMALL,2.0,4,AS9,Z,11.0,8.4,9.8,29,231
LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,17,386
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,9.8,6.9,8.4,34,196
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.7,9.7,11.9,24,279
JAGUAR,F-TYPE R AWD Convertible,TWO-SEATER,5.0,8,AS8,Z,15.6,10.4,13.3,21,311
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.8,8.3,10.2,28,235
SUBARU,Legacy AWD,FULL-SIZE,2.4,4,AV8,X,9.9,7.3,8.7,32,205
BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.9,7.1,8.6,33,202
HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30,221
FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,7.8,9.8,29,231
HONDA,Civic Hatchback,FULL-SIZE,1.5,4,M6,X,8.0,6.2,7.2,39,167
DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265
GMC,Acadia,SUV - STANDARD,2.0,4,A9,X,11.0,8.3,9.8,29,225
NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36,184
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.9,17.7,16,294
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37,175
KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,A6,X,9.7,7.8,8.8,32,202
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,E,16.9,10.8,14.1,20,232
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,327
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,12.4,16.6,17,387
AUDI,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,235
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AS6,X,9.0,7.2,8.2,34,191
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.1,7.8,9.6,29,227
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,344
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,8.7,7.1,8.0,35,186
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,11.4,8.3,10.0,28,234
KIA,RIO,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,9.4,6.3,8.0,35,184
CHEVROLET,CAMARO,COMPACT,3.6,6,M6,X,13.2,8.7,11.2,25,261
JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,D,7.8,5.8,6.9,41,186
BMW,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.3,11.5,14.7,19,338
GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.6,9.9,11.9,24,279
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28,235
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,278
AUDI,Q5,SUV - SMALL,2.0,4,AM7,Z,10.9,8.7,9.9,29,230
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.6,7.6,8.7,32,202
BUICK,Regal,MID-SIZE,2.0,4,AS9,Z,10.3,7.4,9.0,31,211
SUBARU,Legacy AWD,FULL-SIZE,2.5,4,AV8,X,8.8,6.7,7.9,36,185
KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31,207
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.7,9.4,30,220
CHEVROLET,Corvette,TWO-SEATER,6.2,8,M7,Z,14.6,9.3,12.2,23,286
LEXUS,RX 350 L AWD,SUV - SMALL,3.5,6,AS8,X,13.1,9.4,11.1,25,268
CHEVROLET,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,13.4,9.0,11.4,25,268
MERCEDES-BENZ,S 560 Cabriolet,SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,24,275
DODGE,Challenger SRT Hellcat Redeye,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,7.9,5.7,6.9,41,159
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201
DODGE,Journey,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261
CHEVROLET,Cruze Premier,COMPACT,1.4,4,AS6,X,8.3,6.2,7.3,39,172
BENTLEY,CONTINENTAL GTC,SUBCOMPACT,6.0,12,AS8,Z,20.0,12.2,16.5,17,380
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,10.2,7.2,8.9,32,208
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
HONDA,Accord,FULL-SIZE,1.5,4,M6,X,8.9,6.7,7.9,36,185
BMW,435i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.0,8.3,10.3,27,237
FORD,F-150 FFV 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS6,E,21.8,15.3,18.8,15,310
AUDI,R8,TWO-SEATER,5.2,10,AM7,Z,18.2,10.6,14.8,19,347
BMW,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,336
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.8,17.6,16,293
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.5,8.4,7.9,36,185
BMW,Alpina B6 xDrive Gran Coupe,COMPACT,4.4,8,AS8,Z,14.0,9.6,12.0,24,282
AUDI,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,267
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,355
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6.0,6.3,45,145
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.3,8.7,10.1,28,238
FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.4,8.8,10.8,26,253
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,X,10.7,7.8,9.4,30,219
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.2,14.3,17.5,16,280
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,M6,X,9.8,7.3,8.7,32,203
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,7.8,9.6,29,221
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,11.8,8.1,10.1,28,237
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,AS8,Z,10.2,7.5,9.0,31,211
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,E,19.4,14.9,17.4,16,278
